,symbol
0,LTC/USDT
1,APE/USDT
2,ATOM/BTC
3,ETH/BTC
4,XTZ/USDT
5,ATOM/USDT
6,LTC/BTC
7,XRP/USDT
8,DOT/USDT
9,SHIB/USDT
10,ALGO/USDT
11,ADA/USDT
12,USDC/USDT
13,EOS/USDT
14,TRX/ETH
15,MATIC/USDT
16,SOL/USDT
17,OMG/BTC
18,BTC/USDT
19,XLM/BTC
20,DOGE/USDT
21,ETH/USDT
22,LINK/USDT
23,AVAX/USDT
