,symbol
0,LTC/BTC
1,QTUM/BTC
2,XVG/BTC
3,ADA/BTC
4,IOTA/BTC
5,NAS/BTC
6,BCH/BTC
7,ZRX/BTC
8,OMG/BTC
9,BAT/BTC
10,SNT/BTC
11,LRC/BTC
12,AE/BTC
13,XRP/BTC
14,LSK/BTC
15,ETH/BTC
16,EOS/BTC
17,XEM/BTC
18,IOST/BTC
19,NANO/BTC
20,DCR/BTC
21,ETC/BTC
22,NEO/BTC
23,POWR/BTC
24,WAVES/BTC
25,XTZ/BTC
26,XLM/BTC
27,GAS/BTC
28,BSV/BTC
