,symbol
0,LTC/USDT
1,ATOM/BTC
2,ETH/BTC
3,XTZ/USDT
4,BTC/USDC
5,ATOM/USDT
6,LTC/BTC
7,XRP/USDT
8,BCH/BTC
9,DOT/USDT
10,SHIB/USDT
11,QTUM/BTC
12,ADA/USDT
13,USDC/USDT
14,EOS/USDT
15,TRX/ETH
16,BTC/USDT
17,BCH/USDT
18,DOGE/USDT
19,ETH/USDT
20,ETH/USDC
21,LINK/USDT
