,symbol
0,ADA/BTC
1,BTC/EUR
2,ETH/BTC
3,XLM/BTC
4,XTZ/BTC
5,VET/BTC
6,IOTA/BTC
7,EOS/BTC
8,ETC/BTC
9,XRP/BTC
10,LTC/BTC
11,TRX/EUR
12,NEO/BTC
13,ETH/EUR
14,TRX/BTC
15,OMG/BTC
