,symbol
0,DOGE/USDT
1,LTC/BTC
2,SHIB/USDT
3,ETH/USDT
4,TRX/ETH
5,XRP/USDT
6,TON/USDT
7,FLR/USDT
8,EOS/USDT
9,TRX/USDT
10,LTC/USDT
11,ATOM/USDT
12,APT/USDT
13,XLM/USDT
14,DOT/USDT
15,USDC/USDT
16,ETH/BTC
17,QRDO/USDT
18,THETA/USDT
19,XDC/USDT
20,ATOM/BTC
21,LINK/USDT
22,LDO/USDT
23,NEO/USDT
24,ETC/USDT
25,XTZ/USDT
26,BTC/USDT
27,FIL/USDT
28,ADA/USDT
