,symbol
0,LTC/BTC
1,ONG/BTC
2,QTUM/BTC
3,XRP/BTC
4,TRX/BTC
5,ETH/BTC
6,EOS/BTC
7,ETC/BTC
8,ONT/BTC
9,BCH/BTC
10,NEO/BTC
11,BSV/BTC
