,symbol
0,LTC/USDT
1,ATOM/BTC
2,ETH/BTC
3,XTZ/USDT
4,BTC/USDC
5,ATOM/USDT
6,LTC/BTC
7,XRP/USDT
8,EOS/ETH
9,BCH/BTC
10,DOT/USDT
11,SHIB/USDT
12,QTUM/BTC
13,ADA/USDT
14,EOS/USDT
15,USDC/USDT
16,ZEC/BTC
17,TRX/ETH
18,ETC/BTC
19,FIL/BTC
20,BTC/USDT
21,DASH/BTC
22,BCH/USDT
23,EOS/BTC
24,XRP/BTC
25,DOGE/USDT
26,ETH/USDT
27,ETH/USDC
28,LINK/USDT
