,symbol
0,LTC/BTC
1,QTUM/BTC
2,DOGE/USDT
3,AVAX/USDT
4,APE/USDT
5,DAI/USDT
6,MATIC/USDT
7,SHIB/USDT
8,ETH/USDT
9,BCH/BTC
10,TRX/ETH
11,XRP/USDT
12,ALGO/USDT
13,ZRX/BTC
14,OMG/BTC
15,EOS/USDT
16,LTC/USDT
17,ATOM/USDT
18,BTC/USDC
19,DOT/USDT
20,LINK/ETH
21,USDC/USDT
22,SOL/USDT
23,ETH/BTC
24,BCH/USDT
25,ATOM/BTC
26,ETH/USDC
27,USTC/USDT
28,LINK/USDT
29,XLM/BTC
30,XTZ/USDT
31,BTC/USDT
32,ADA/USDT
33,MANA/USDT
